path	taxid
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Trueperella;	26180
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Varibaculum;	26181
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia;	26184
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;	26185
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;	26186
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Parascardovia;	26187
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Scardovia;	26188
Bacteria;Actinobacteriota;Actinobacteria;Catenulisporales;Catenulisporaceae;Catenulispora;	26193
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;	26196
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Lawsonella;	26197
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Turicella;	26198
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Dietziaceae;Dietzia;	26200
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Hoyosella;	26202
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;	26203
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia;	26205
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Millisia;	26206
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia;	26207
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;	26208
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Skermania;	26209
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Williamsia;	26211
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Segniliparaceae;Segniliparus;	26213
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Tsukamurellaceae;Tsukamurella;	26215
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;	26218
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Cryptosporangiaceae;Cryptosporangium;	26220
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Frankia;	26222
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;	26223
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;	26224
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus;	26225
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;Geodermatophilus;	26226
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;Modestobacter;	26227
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella;	26229
Bacteria;Actinobacteriota;Actinobacteria;Glycomycetales;Glycomycetaceae;Glycomyces;	26234
Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;	26237
Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;	26239
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Beutenbergiaceae;Beutenbergia;	26242
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Beutenbergiaceae;Miniimonas;	26243
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Beutenbergiaceae;Salana;	26244
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;	26248
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae;	26249
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae;Actinotalea;	26250
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;	26251
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae;Oerskovia;	26252
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae;Paraoerskovia;	26253
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae;Tropheryma;	26254
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Demequinaceae;Demequina;	26256
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Demequinaceae;Lysinimicrobium;	26257
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;	26259
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermabacteraceae;Dermabacter;	26260
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermabacteraceae;Devriesea;	26261
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;Dermacoccus;	26265
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;Kytococcus;	26266
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;Luteipulveratus;	26267
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermatophilaceae;Austwickia;	26269
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermatophilaceae;Dermatophilus;	26270
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermatophilaceae;Kineosphaera;	26271
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermatophilaceae;Piscicoccus;	26272
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Arsenicicoccus;	26274
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Humibacillus;	26275
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Intrasporangium;	26276
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Janibacter;	26277
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Knoellia;	26278
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Ornithinimicrobium;	26279
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Pedococcus;	26280
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Phycicoccus;	26281
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Serinicoccus;	26282
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Terrabacter;	26283
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Tetrasphaera;	26284
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Jonesiaceae;Jonesia;	26286
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Agreia;	26288
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Agrococcus;	26289
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces;	26290
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Aurantimicrobium;	26291
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Aquiluna;	26292
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Clavibacter;	26293
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Cnuibacter;	26294
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Cryobacterium;	26295
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;	26296
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Frigoribacterium;	26297
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Frondihabitans;	26298
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Glaciibacter;	26299
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Gryllotalpicola;	26300
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Herbiconiux;	26301
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Humibacter;	26302
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Leifsonia;	26303
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Leucobacter;	26304
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;	26305
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microterricola;	26307
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Mycetocola;	26308
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Okibacterium;	26309
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Plantibacter;	26310
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Pseudoclavibacter;	26311
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Rathayibacter;	26312
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Rhodoluna;	26313
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Salinibacterium;	26314
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;[Mesorhizobium];	26316
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;uncultured;	26317
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;	26320
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Auritidibacter;	26321
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Enteractinococcus;	26322
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Glutamicibacter;	26323
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;	26324
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;	26325
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Nesterenkonia;	26327
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Paenarthrobacter;	26328
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Paeniglutamicibacter;	26329
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;	26330
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Renibacterium;	26331
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;	26332
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Sinomonas;	26333
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Tersicoccus;	26334
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Cellulosimicrobium;	26336
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Isoptericola;	26337
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Xylanimicrobium;	26339
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Xylanimonas;	26340
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Ruaniaceae;Ruania;	26343
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Sanguibacteraceae;Flavimobilis;	26345
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter;	26346
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinocatenispora;	26349
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;	26350
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Catenuloplanes;	26353
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Couchioplanes;	26354
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;	26357
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Plantactinospora;	26358
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Salinispora;	26359
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Stackebrandtia;	26360
Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Verrucosispora;	26361
Bacteria;Actinobacteriota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;	26364
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha;	26367
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;	26368
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;	26369
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;	26370
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Mumia;	26371
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;	26372
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Acidipropionibacterium;	26374
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Aestuariimicrobium;	26375
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;	26377
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Friedmanniella;	26378
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Granulicoccus;	26379
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Jiangella;	26380
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus;	26382
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;	26383
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionicicella;	26384
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionimicrobium;	26385
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Pseudopropionibacterium;	26386
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;SIT5;	26387
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;	26388
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;	26390
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus;	26391
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;	26392
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinopolyspora;	26393
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinosynnema;	26394
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Alloactinosynnema;	26395
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Allokutzneria;	26396
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;	26397
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Kibdelosporangium;	26399
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Lechevalieria;	26401
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella;	26402
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;	26403
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;	26404
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;	26405
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;	26406
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Sciscionella;	26407
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Thermobispora;	26409
Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Thermocrispum;	26410
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora;	26414
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptacidiphilus;	26415
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;	26416
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;	26420
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Thermobifida;	26422
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Herbidospora;	26424
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Microbispora;	26425
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Microtetraspora;	26426
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea;	26427
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Streptosporangium;	26431
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;	26433
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Spirillospora;	26434
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Thermomonospora;	26435
Bacteria;Actinobacteriota;Actinobacteria;uncultured;	26436
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;	26440
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Libanicoccus;	26441
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;	26442
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;	26444
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Coriobacterium;	26445
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;uncultured;	26446
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis;	26447
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis;Phoenicibacter;	26448
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Adlercreutzia;	26450
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Cryptobacterium;	26451
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Denitrobacterium;	26452
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Eggerthella;	26453
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;	26454
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Gordonibacter;	26455
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;	26456
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;uncultured;	26457
Bacteria;Actinobacteriota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;	26461
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;	26467
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;	26468
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Patulibacter;	26469
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;	26470
Bacteria;Actinobacteriota;Thermoleophilia;Thermophilales;Thermoleophilaceae;Thermoleophilum;	26473
Bacteria;Aerophobota;Aerophobia;Aerophobales;	26476
Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Aquifex;	26481
Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Hydrogenobacter;	26483
Bacteria;Aquificota;Aquificae;Aquificales;Aquificaceae;Thermocrinis;	26484
Bacteria;Aquificota;Aquificae;Aquificales;Hydrogenobaculaceae;Hydrogenobaculum;	26486
Bacteria;Aquificota;Aquificae;Hydrogenothermales;Hydrogenothermaceae;Persephonella;	26489
Bacteria;Aquificota;Aquificae;Hydrogenothermales;Hydrogenothermaceae;Sulfurihydrogenibium;	26490
Bacteria;Aquificota;Desulfurobacteriia;Desulfurobacteriales;Desulfurobacteriaceae;Desulfurobacterium;	26494
Bacteria;Aquificota;Desulfurobacteriia;Desulfurobacteriales;Desulfurobacteriaceae;Thermovibrio;	26495
Bacteria;Armatimonadota;	26496
Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;	26499
Bacteria;Bacteroidota;Bacteroidia;	26502
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bact-19;	26504
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	26506
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales Incertae Sedis;Phocaeicola;	26508
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;	26511
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;uncultured;	26512
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;	26513
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Candidatus Azobacteroides;	26514
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Candidatus Symbiothrix;	26515
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;	26516
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Fermentimonas;	26517
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Petrimonas;	26518
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;F082;	26520
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;	26522
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Marinifilum;	26523
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;	26524
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Alkaliflexus;	26527
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Alkalitalea;	26528
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Anaerophaga;	26529
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Labilibacter;	26530
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Marinilabilia;	26531
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Saccharicrinis;	26532
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Thermophagus;	26533
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;	26534
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-873;	26535
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;	26536
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;	26539
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;	26541
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;	26543
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;	26544
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	26545
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;	26546
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Draconibacterium;	26547
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Prolixibacter;	26549
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Sunxiuqinia;	26550
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;	26552
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;	26553
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Bact-08;	26554
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;DMER64;	26555
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;	26557
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group;	26558
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Salinivirgaceae;	26559
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Salinivirgaceae;Salinivirga;	26560
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;	26562
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;	26563
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;uncultured;	26564
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;37-13;	26566
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;	26567
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Arachidicoccus;	26568
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Asinibacterium;	26569
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophaga;	26570
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Cnuella;	26571
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Filimonas;	26573
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavihumibacter;	26574
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;	26575
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Hydrotalea;	26577
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niabella;	26578
